IP ADDRESS	PORT	COUNTRY	PROTOCOLS	ANONYMITY	ORG & ASN	SPEED	UPTIME	RESPONSE	GOOGLE	LATENCY	UPDATED
113.169.255.252	46199	LR	Http	Transparent(NOA)		Fast	85%	0ms	FALSE	14ms	0mins
238.6.51.253	29234	NZ	Socks5	Elite(HIA)		Slow	76%	0ms	FALSE	100ms	0mins
41.6.7.52	63145	EG	Http	Transparent(NOA)		Fast	49%	0ms	FALSE	78ms	0mins
253.34.6.250	20320	RW	Socks4	Elite(HIA)		Slow	5%	0ms	FALSE	5ms	0mins
1.230.189.203	19252	KG	Socks5	Anonymous(ANM)		Medium	76%	0ms	FALSE	93ms	0mins
173.244.111.2	43985	MS	Https	Transparent(NOA)		Fast	83%	0ms	FALSE	56ms	0mins
6.177.6.57	52630	ET	Socks4	Anonymous(ANM)		Medium	80%	0ms	FALSE	61ms	0mins
167.4.2.202	52671	AL	Http	Anonymous(ANM)		Medium	30%	0ms	FALSE	75ms	0mins
254.1.252.251	3511	PW	Http	Elite(HIA)		Slow	53%	0ms	FALSE	61ms	0mins
43.248.52.254	42897	ET	Https	Elite(HIA)		Slow	97%	0ms	FALSE	85ms	0mins
203.237.252.124	37713	KW	Https	Anonymous(ANM)		Medium	1%	0ms	FALSE	93ms	0mins
60.43.106.153	52399	ES	Socks4	Anonymous(ANM)		Medium	81%	0ms	FALSE	42ms	0mins
4.5.9.247	4123	MV	Socks4	Anonymous(ANM)		Medium	39%	0ms	FALSE	28ms	0mins
102.186.3.252	7992	AF	Socks5	Transparent(NOA)		Fast	17%	0ms	FALSE	91ms	0mins
211.252.7.21	49773	PA	Socks5	Transparent(NOA)		Fast	37%	0ms	FALSE	81ms	0mins
6.251.223.250	8900	BF	Https	Anonymous(ANM)		Medium	14%	0ms	FALSE	9ms	0mins
240.203.62.6	51007	AM	Https	Elite(HIA)		Slow	91%	0ms	FALSE	66ms	0mins
118.40.252.5	62342	ER	Socks5	Elite(HIA)		Slow	5%	0ms	FALSE	56ms	0mins
253.159.170.254	54178	AO	Socks5	Anonymous(ANM)		Medium	76%	0ms	FALSE	4ms	0mins
1.15.215.253	46827	BO	Socks4	Anonymous(ANM)		Medium	22%	0ms	FALSE	81ms	0mins
188.109.220.228	27970	DO	Https	Transparent(NOA)		Fast	44%	0ms	FALSE	15ms	0mins
70.252.137.250	10647	PL	Http	Transparent(NOA)		Fast	64%	0ms	FALSE	21ms	0mins
243.15.78.112	45180	MC	Socks4	Anonymous(ANM)		Medium	62%	0ms	FALSE	40ms	0mins
253.72.85.5	10347	JE	Socks4	Anonymous(ANM)		Medium	10%	0ms	FALSE	46ms	0mins
229.59.46.207	31259	ET	Http	Anonymous(ANM)		Medium	94%	0ms	FALSE	29ms	0mins
249.255.254.212	19669	FJ	Socks4	Elite(HIA)		Slow	93%	0ms	FALSE	66ms	0mins
9.252.112.6	7836	NU	Https	Elite(HIA)		Slow	83%	0ms	FALSE	14ms	0mins
38.168.38.43	32934	BM	Https	Transparent(NOA)		Fast	27%	0ms	FALSE	63ms	0mins
14.33.127.8	9567	MU	Https	Anonymous(ANM)		Medium	43%	0ms	FALSE	56ms	0mins
169.213.47.252	24313	JE	Https	Anonymous(ANM)		Medium	12%	0ms	FALSE	49ms	0mins
155.9.252.250	49243	DZ	Https	Transparent(NOA)		Fast	75%	0ms	FALSE	23ms	0mins
251.158.157.255	26654	TV	Socks5	Anonymous(ANM)		Medium	87%	0ms	FALSE	46ms	0mins
9.4.8.255	42371	SD	Https	Transparent(NOA)		Fast	19%	0ms	FALSE	100ms	0mins
93.254.250.4	46903	BE	Https	Anonymous(ANM)		Medium	24%	0ms	FALSE	26ms	0mins
250.254.251.3	34902	NC	Https	Elite(HIA)		Slow	79%	0ms	FALSE	70ms	0mins
1.45.250.100	33498	PF	Https	Anonymous(ANM)		Medium	71%	0ms	FALSE	94ms	0mins
157.242.222.102	9438	CO	Socks4	Anonymous(ANM)		Medium	55%	0ms	FALSE	47ms	0mins
252.232.225.110	23675	KP	Socks5	Elite(HIA)		Slow	7%	0ms	FALSE	1ms	0mins
11.1.10.202	12544	MT	Socks4	Anonymous(ANM)		Medium	8%	0ms	FALSE	51ms	0mins
253.255.255.123	38803	HN	Http	Anonymous(ANM)		Medium	58%	0ms	FALSE	87ms	0mins
251.2.5.6	63477	FR	Socks5	Anonymous(ANM)		Medium	14%	0ms	FALSE	67ms	0mins
107.250.0.239	44265	GY	Http	Transparent(NOA)		Fast	65%	0ms	FALSE	46ms	0mins
93.228.255.79	48451	RW	Socks4	Transparent(NOA)		Fast	56%	0ms	FALSE	83ms	0mins
234.209.14.85	25664	UA	Socks5	Elite(HIA)		Slow	75%	0ms	FALSE	10ms	0mins
15.40.41.195	44407	NO	Socks4	Anonymous(ANM)		Medium	46%	0ms	FALSE	97ms	0mins
13.157.246.84	56105	SG	Socks5	Anonymous(ANM)		Medium	77%	0ms	FALSE	55ms	0mins
103.153.0.253	43804	KY	Http	Transparent(NOA)		Fast	8%	0ms	FALSE	10ms	0mins
217.141.4.204	3879	GU	Socks5	Elite(HIA)		Slow	20%	0ms	FALSE	16ms	0mins
255.253.1.253	38086	UY	Https	Anonymous(ANM)		Medium	53%	0ms	FALSE	89ms	0mins
234.61.149.23	58952	NL	Socks5	Elite(HIA)		Slow	47%	0ms	FALSE	99ms	0mins
224.7.253.3	51650	MP	Socks4	Anonymous(ANM)		Medium	69%	0ms	FALSE	55ms	0mins
7.65.178.165	44456	ME	Socks4	Anonymous(ANM)		Medium	53%	0ms	FALSE	1ms	0mins
11.255.219.162	60015	QA	Socks4	Anonymous(ANM)		Medium	57%	0ms	FALSE	73ms	0mins
254.246.254.251	46843	UZ	Https	Elite(HIA)		Slow	69%	0ms	FALSE	17ms	0mins
247.82.222.155	60394	CK	Https	Transparent(NOA)		Fast	21%	0ms	FALSE	33ms	0mins
3.146.23.4	34154	KZ	Https	Anonymous(ANM)		Medium	15%	0ms	FALSE	6ms	0mins
254.187.236.244	52599	CH	Socks4	Anonymous(ANM)		Medium	33%	0ms	FALSE	44ms	0mins
242.3.240.34	27422	JP	Socks5	Anonymous(ANM)		Medium	47%	0ms	FALSE	50ms	0mins
211.4.2.1	64864	CM	Socks5	Anonymous(ANM)		Medium	86%	0ms	FALSE	5ms	0mins
251.3.225.6	58966	TN	Socks4	Anonymous(ANM)		Medium	86%	0ms	FALSE	76ms	0mins
3.5.253.172	44372	GI	Socks5	Anonymous(ANM)		Medium	43%	0ms	FALSE	28ms	0mins
106.60.252.202	56521	LV	Socks5	Anonymous(ANM)		Medium	19%	0ms	FALSE	13ms	0mins
8.255.81.143	5905	FR	Https	Anonymous(ANM)		Medium	98%	0ms	FALSE	26ms	0mins
207.64.3.50	12225	LR	Http	Anonymous(ANM)		Medium	63%	0ms	FALSE	43ms	0mins
5.104.255.48	4765	GF	Socks4	Transparent(NOA)		Fast	76%	0ms	FALSE	25ms	0mins
245.1.200.253	21543	CF	Socks5	Elite(HIA)		Slow	31%	0ms	FALSE	12ms	0mins
10.48.215.141	33701	KH	Socks5	Anonymous(ANM)		Medium	41%	0ms	FALSE	98ms	0mins
241.251.250.251	39692	GE	Https	Anonymous(ANM)		Medium	67%	0ms	FALSE	92ms	0mins
219.254.218.148	54320	MD	Socks5	Anonymous(ANM)		Medium	61%	0ms	FALSE	43ms	0mins
50.99.8.5	19513	HK	Socks5	Transparent(NOA)		Fast	86%	0ms	FALSE	34ms	0mins
158.250.236.255	52324	SH	Socks4	Anonymous(ANM)		Medium	97%	0ms	FALSE	43ms	0mins
250.1.242.4	20963	MN	Socks4	Anonymous(ANM)		Medium	90%	0ms	FALSE	4ms	0mins
34.228.1.254	22553	EH	Socks5	Anonymous(ANM)		Medium	12%	0ms	FALSE	8ms	0mins
252.137.41.254	54653	TM	Https	Transparent(NOA)		Fast	51%	0ms	FALSE	66ms	0mins
6.4.108.252	20426	SY	Https	Transparent(NOA)		Fast	61%	0ms	FALSE	70ms	0mins
237.63.70.102	8083	UZ	Https	Anonymous(ANM)		Medium	90%	0ms	FALSE	87ms	0mins
31.111.177.250	43316	TC	Socks5	Anonymous(ANM)		Medium	55%	0ms	FALSE	8ms	0mins
3.134.6.201	37829	GQ	Https	Elite(HIA)		Slow	43%	0ms	FALSE	60ms	0mins
248.61.253.87	51684	SG	Https	Anonymous(ANM)		Medium	49%	0ms	FALSE	77ms	0mins
53.5.112.1	20147	NU	Socks5	Anonymous(ANM)		Medium	21%	0ms	FALSE	25ms	0mins
212.255.226.7	37694	CX	Https	Anonymous(ANM)		Medium	52%	0ms	FALSE	82ms	0mins
218.195.253.254	64991	NZ	Https	Anonymous(ANM)		Medium	60%	0ms	FALSE	24ms	0mins
3.246.90.254	30344	BL	Socks5	Anonymous(ANM)		Medium	83%	0ms	FALSE	56ms	0mins
252.80.194.34	43944	IQ	Https	Elite(HIA)		Slow	48%	0ms	FALSE	60ms	0mins
140.250.2.238	32021	AF	Socks5	Transparent(NOA)		Fast	53%	0ms	FALSE	13ms	0mins
218.56.255.126	53839	GG	Socks4	Transparent(NOA)		Fast	39%	0ms	FALSE	72ms	0mins
4.8.189.213	54923	GH	Http	Elite(HIA)		Slow	23%	0ms	FALSE	45ms	0mins
232.62.6.242	50394	AR	Socks4	Transparent(NOA)		Fast	89%	0ms	FALSE	42ms	0mins
110.196.0.129	34112	IM	Https	Anonymous(ANM)		Medium	90%	0ms	FALSE	53ms	0mins
254.2.159.1	65209	BR	Https	Anonymous(ANM)		Medium	61%	0ms	FALSE	74ms	0mins
9.8.2.1	18745	RW	Http	Anonymous(ANM)		Medium	40%	0ms	FALSE	46ms	0mins
113.5.29.6	31463	GM	Socks5	Anonymous(ANM)		Medium	50%	0ms	FALSE	32ms	0mins
3.207.201.223	10891	NC	Https	Transparent(NOA)		Fast	53%	0ms	FALSE	98ms	0mins
4.6.77.133	41361	CD	Https	Elite(HIA)		Slow	16%	0ms	FALSE	95ms	0mins
0.95.252.7	42179	MM	Socks4	Transparent(NOA)		Fast	5%	0ms	FALSE	36ms	0mins
252.199.2.3	64132	VA	Socks5	Anonymous(ANM)		Medium	94%	0ms	FALSE	30ms	0mins
64.140.252.97	12455	IR	Http	Elite(HIA)		Slow	25%	0ms	FALSE	70ms	0mins
58.237.250.145	44855	FR	Socks4	Transparent(NOA)		Fast	29%	0ms	FALSE	74ms	0mins
92.252.139.0	40001	PK	Http	Anonymous(ANM)		Medium	95%	0ms	FALSE	98ms	0mins
11.251.226.180	40385	SM	Socks5	Anonymous(ANM)		Medium	66%	0ms	FALSE	43ms	0mins
51.1.174.250	8935	KN	Http	Transparent(NOA)		Fast	74%	0ms	FALSE	66ms	0mins
15.2.254.186	6021	PG	Socks4	Anonymous(ANM)		Medium	89%	0ms	FALSE	62ms	0mins
58.200.3.89	45696	SG	Socks4	Anonymous(ANM)		Medium	67%	0ms	FALSE	7ms	0mins
236.140.254.5	22391	GR	Socks5	Anonymous(ANM)		Medium	74%	0ms	FALSE	50ms	0mins
41.112.76.211	32077	LB	Http	Transparent(NOA)		Fast	15%	0ms	FALSE	61ms	0mins
179.1.132.178	28202	LC	Https	Elite(HIA)		Slow	89%	0ms	FALSE	58ms	0mins
198.250.187.117	59133	AQ	Https	Elite(HIA)		Slow	81%	0ms	FALSE	61ms	0mins
47.65.232.8	17769	DO	Socks5	Elite(HIA)		Slow	33%	0ms	FALSE	61ms	0mins
6.19.2.217	41638	GM	Socks4	Elite(HIA)		Slow	97%	0ms	FALSE	70ms	0mins
72.112.7.255	28534	PY	Https	Transparent(NOA)		Fast	53%	0ms	FALSE	14ms	0mins
14.215.144.253	9306	IE	Socks4	Elite(HIA)		Slow	84%	0ms	FALSE	83ms	0mins
64.38.68.132	62854	MC	Http	Anonymous(ANM)		Medium	47%	0ms	FALSE	38ms	0mins
5.165.252.172	15388	BL	Http	Anonymous(ANM)		Medium	35%	0ms	FALSE	87ms	0mins
143.112.22.9	61326	AM	Socks5	Anonymous(ANM)		Medium	38%	0ms	FALSE	92ms	0mins
6.207.242.4	5570	SC	Https	Elite(HIA)		Slow	91%	0ms	FALSE	27ms	0mins
89.7.4.218	26381	SC	Socks4	Elite(HIA)		Slow	87%	0ms	FALSE	53ms	0mins
242.251.59.7	8638	FI	Socks4	Anonymous(ANM)		Medium	59%	0ms	FALSE	57ms	0mins
237.209.71.185	41836	CO	Https	Anonymous(ANM)		Medium	63%	0ms	FALSE	27ms	0mins
34.164.253.69	61837	SH	Socks5	Anonymous(ANM)		Medium	98%	0ms	FALSE	68ms	0mins
28.253.190.96	17959	KG	Socks5	Anonymous(ANM)		Medium	73%	0ms	FALSE	68ms	0mins
252.7.172.217	146	LI	Socks4	Transparent(NOA)		Fast	52%	0ms	FALSE	9ms	0mins
2.254.228.122	6200	SE	Socks4	Transparent(NOA)		Fast	98%	0ms	FALSE	56ms	0mins
7.3.55.143	39052	KI	Http	Anonymous(ANM)		Medium	41%	0ms	FALSE	71ms	0mins
251.247.251.8	4720	GW	Socks5	Transparent(NOA)		Fast	74%	0ms	FALSE	32ms	0mins
65.9.246.216	10206	SZ	Https	Anonymous(ANM)		Medium	19%	0ms	FALSE	31ms	0mins
204.64.188.250	50414	NU	Https	Transparent(NOA)		Fast	3%	0ms	FALSE	1ms	0mins
47.56.51.1	1137	KH	Https	Elite(HIA)		Slow	87%	0ms	FALSE	56ms	0mins
255.240.158.255	25592	"ID"	Https	Anonymous(ANM)		Medium	55%	0ms	FALSE	92ms	0mins
22.174.61.8	43508	BR	Socks5	Transparent(NOA)		Fast	50%	0ms	FALSE	58ms	0mins
7.252.37.255	39793	JO	Socks5	Anonymous(ANM)		Medium	7%	0ms	FALSE	93ms	0mins
123.38.225.216	43844	EH	Socks5	Anonymous(ANM)		Medium	64%	0ms	FALSE	45ms	0mins
3.78.252.179	46769	GY	Socks5	Anonymous(ANM)		Medium	72%	0ms	FALSE	15ms	0mins
254.253.72.219	54742	CX	Https	Transparent(NOA)		Fast	75%	0ms	FALSE	1ms	0mins
252.220.1.227	49046	PA	Socks5	Anonymous(ANM)		Medium	85%	0ms	FALSE	26ms	0mins
236.0.219.58	61966	TZ	Socks4	Transparent(NOA)		Fast	97%	0ms	FALSE	34ms	0mins
244.206.202.45	60169	VG	Socks5	Transparent(NOA)		Fast	8%	0ms	FALSE	61ms	0mins
0.199.137.244	2333	MF	Socks4	Anonymous(ANM)		Medium	36%	0ms	FALSE	42ms	0mins
57.210.221.2	48194	CL	Socks5	Transparent(NOA)		Fast	12%	0ms	FALSE	86ms	0mins
9.7.30.208	30654	BQ	Https	Elite(HIA)		Slow	37%	0ms	FALSE	61ms	0mins
53.175.2.229	37562	LU	Https	Anonymous(ANM)		Medium	17%	0ms	FALSE	2ms	0mins
190.0.58.252	25256	ES	Https	Anonymous(ANM)		Medium	17%	0ms	FALSE	12ms	0mins
228.238.5.237	32121	YT	Socks5	Anonymous(ANM)		Medium	56%	0ms	FALSE	51ms	0mins
26.253.223.7	50451	SD	Https	Elite(HIA)		Slow	34%	0ms	FALSE	39ms	0mins
225.94.235.4	42607	DE	Socks5	Transparent(NOA)		Fast	20%	0ms	FALSE	10ms	0mins
205.251.122.63	16050	AM	Https	Transparent(NOA)		Fast	55%	0ms	FALSE	32ms	0mins
222.142.255.251	60156	TK	Socks5	Transparent(NOA)		Fast	80%	0ms	FALSE	9ms	0mins
221.115.252.0	39033	CY	Https	Anonymous(ANM)		Medium	92%	0ms	FALSE	29ms	0mins
223.30.233.144	52974	LT	Socks4	Transparent(NOA)		Fast	45%	0ms	FALSE	100ms	0mins
37.172.243.3	16461	UY	Socks5	Anonymous(ANM)		Medium	33%	0ms	FALSE	22ms	0mins
196.242.203.252	53505	"ID"	Socks4	Transparent(NOA)		Fast	70%	0ms	FALSE	52ms	0mins
11.6.36.83	8977	BS	Http	Transparent(NOA)		Fast	65%	0ms	FALSE	92ms	0mins
222.216.159.255	812	MH	Socks4	Elite(HIA)		Slow	99%	0ms	FALSE	21ms	0mins
216.226.153.250	27279	WF	Socks4	Anonymous(ANM)		Medium	4%	0ms	FALSE	66ms	0mins
177.16.235.132	17609	US	Socks5	Elite(HIA)		Slow	90%	0ms	FALSE	72ms	0mins
92.209.47.109	48144	TW	Socks5	Anonymous(ANM)		Medium	45%	0ms	FALSE	77ms	0mins
6.151.9.226	36643	BM	Socks4	Anonymous(ANM)		Medium	11%	0ms	FALSE	30ms	0mins
4.132.164.209	42156	MV	Https	Anonymous(ANM)		Medium	83%	0ms	FALSE	73ms	0mins
245.224.72.61	10920	RO	Socks4	Anonymous(ANM)		Medium	6%	0ms	FALSE	8ms	0mins
250.252.251.71	36309	HK	Socks4	Transparent(NOA)		Fast	99%	0ms	FALSE	14ms	0mins
9.255.206.250	48134	MG	Https	Anonymous(ANM)		Medium	44%	0ms	FALSE	58ms	0mins
111.251.255.251	30407	LK	Socks4	Anonymous(ANM)		Medium	34%	0ms	FALSE	50ms	0mins
228.250.253.44	27931	VA	Https	Elite(HIA)		Slow	49%	0ms	FALSE	44ms	0mins
230.255.234.211	60582	CV	Http	Anonymous(ANM)		Medium	49%	0ms	FALSE	50ms	0mins
222.7.250.3	22168	CF	Socks5	Anonymous(ANM)		Medium	74%	0ms	FALSE	4ms	0mins
90.27.2.16	40731	DK	Socks5	Elite(HIA)		Slow	50%	0ms	FALSE	24ms	0mins
184.203.37.216	43429	NU	Http	Elite(HIA)		Slow	46%	0ms	FALSE	19ms	0mins
252.253.120.218	59808	US	Http	Transparent(NOA)		Fast	45%	0ms	FALSE	79ms	0mins
184.37.45.212	58825	MF	Socks5	Transparent(NOA)		Fast	73%	0ms	FALSE	88ms	0mins
254.247.56.87	65123	AF	Https	Anonymous(ANM)		Medium	35%	0ms	FALSE	16ms	0mins
152.3.4.116	930	NI	Socks5	Transparent(NOA)		Fast	86%	0ms	FALSE	67ms	0mins
2.47.254.139	1136	MC	Socks5	Anonymous(ANM)		Medium	24%	0ms	FALSE	73ms	0mins
201.67.0.6	33246	GM	Http	Transparent(NOA)		Fast	1%	0ms	FALSE	93ms	0mins
0.17.255.254	43873	BB	Socks4	Anonymous(ANM)		Medium	52%	0ms	FALSE	65ms	0mins
52.161.188.9	29135	CH	Http	Elite(HIA)		Slow	89%	0ms	FALSE	18ms	0mins
63.139.223.214	44931	QA	Http	Elite(HIA)		Slow	81%	0ms	FALSE	75ms	0mins
189.4.231.250	22131	CZ	Https	Anonymous(ANM)		Medium	70%	0ms	FALSE	84ms	0mins
6.241.106.252	1896	FK	Https	Transparent(NOA)		Fast	7%	0ms	FALSE	11ms	0mins
240.94.9.255	28118	PM	Socks5	Transparent(NOA)		Fast	14%	0ms	FALSE	10ms	0mins
0.255.65.1	39199	SS	Https	Elite(HIA)		Slow	3%	0ms	FALSE	98ms	0mins
255.59.85.248	51584	GY	Socks5	Transparent(NOA)		Fast	76%	0ms	FALSE	67ms	0mins
103.3.216.193	4210	GN	Socks5	Anonymous(ANM)		Medium	66%	0ms	FALSE	56ms	0mins
123.160.0.255	25645	AT	Socks5	Transparent(NOA)		Fast	40%	0ms	FALSE	45ms	0mins
212.26.107.251	55970	BB	Socks5	Transparent(NOA)		Fast	94%	0ms	FALSE	70ms	0mins
151.160.19.8	23723	GM	Socks5	Transparent(NOA)		Fast	32%	0ms	FALSE	96ms	0mins
0.9.251.254	12020	AF	Http	Transparent(NOA)		Fast	89%	0ms	FALSE	32ms	0mins
48.251.253.242	21287	LU	Socks5	Transparent(NOA)		Fast	57%	0ms	FALSE	5ms	0mins
191.253.96.188	46720	PG	Https	Transparent(NOA)		Fast	22%	0ms	FALSE	85ms	0mins
251.8.1.4	6249	AE	Socks4	Anonymous(ANM)		Medium	9%	0ms	FALSE	83ms	0mins
161.95.248.6	33583	AE	Socks4	Elite(HIA)		Slow	28%	0ms	FALSE	96ms	0mins
41.165.160.178	25409	HM	Socks4	Anonymous(ANM)		Medium	82%	0ms	FALSE	31ms	0mins
1.85.11.250	63699	SM	Socks5	Transparent(NOA)		Fast	32%	0ms	FALSE	47ms	0mins
233.227.3.178	8035	PA	Http	Anonymous(ANM)		Medium	75%	0ms	FALSE	29ms	0mins
8.5.200.74	28411	MC	Socks4	Transparent(NOA)		Fast	53%	0ms	FALSE	16ms	0mins
190.7.175.229	28784	KE	Https	Elite(HIA)		Slow	80%	0ms	FALSE	7ms	0mins
175.215.1.254	42891	RE	Socks5	Anonymous(ANM)		Medium	8%	0ms	FALSE	57ms	0mins
242.7.130.218	63658	SA	Http	Anonymous(ANM)		Medium	1%	0ms	FALSE	93ms	0mins
237.223.169.254	31992	DZ	Http	Transparent(NOA)		Fast	39%	0ms	FALSE	58ms	0mins
193.3.224.122	34988	MY	Http	Transparent(NOA)		Fast	6%	0ms	FALSE	51ms	0mins
117.35.162.3	39469	PA	Https	Anonymous(ANM)		Medium	53%	0ms	FALSE	73ms	0mins
1.2.83.253	12652	LI	Https	Anonymous(ANM)		Medium	85%	0ms	FALSE	42ms	0mins
7.138.0.251	30561	SE	Socks4	Anonymous(ANM)		Medium	23%	0ms	FALSE	53ms	0mins
229.255.251.216	19228	CZ	Socks4	Anonymous(ANM)		Medium	82%	0ms	FALSE	13ms	0mins
9.253.59.6	28813	IM	Socks5	Anonymous(ANM)		Medium	33%	0ms	FALSE	9ms	0mins
136.0.213.154	62108	PS	Http	Elite(HIA)		Slow	23%	0ms	FALSE	65ms	0mins
10.6.112.40	52294	UY	Http	Anonymous(ANM)		Medium	28%	0ms	FALSE	41ms	0mins
118.0.120.142	49473	AF	Https	Elite(HIA)		Slow	99%	0ms	FALSE	64ms	0mins
2.207.4.4	37040	EG	Https	Transparent(NOA)		Fast	42%	0ms	FALSE	85ms	0mins
25.90.245.218	13782	YT	Https	Anonymous(ANM)		Medium	11%	0ms	FALSE	31ms	0mins
254.250.250.251	27196	UG	Http	Elite(HIA)		Slow	36%	0ms	FALSE	68ms	0mins
255.70.0.139	51530	NA	Socks5	Transparent(NOA)		Fast	56%	0ms	FALSE	48ms	0mins
191.254.62.117	15054	MR	Http	Anonymous(ANM)		Medium	39%	0ms	FALSE	43ms	0mins
1.79.1.253	24426	ME	Https	Anonymous(ANM)		Medium	57%	0ms	FALSE	1ms	0mins
251.219.117.186	20994	HK	Socks4	Anonymous(ANM)		Medium	32%	0ms	FALSE	94ms	0mins
7.243.123.228	22994	MU	Socks5	Anonymous(ANM)		Medium	38%	0ms	FALSE	19ms	0mins
250.28.110.177	9910	FM	Https	Anonymous(ANM)		Medium	7%	0ms	FALSE	50ms	0mins
92.222.253.253	55313	GB	Socks4	Elite(HIA)		Slow	49%	0ms	FALSE	86ms	0mins
251.178.253.198	38051	PM	Https	Transparent(NOA)		Fast	44%	0ms	FALSE	34ms	0mins
138.168.56.221	7622	IS	Http	Elite(HIA)		Slow	69%	0ms	FALSE	43ms	0mins
230.255.162.190	20670	TW	Socks4	Anonymous(ANM)		Medium	76%	0ms	FALSE	93ms	0mins
96.255.231.251	52335	IL	Http	Anonymous(ANM)		Medium	78%	0ms	FALSE	98ms	0mins
192.108.2.255	33101	FO	Socks5	Anonymous(ANM)		Medium	29%	0ms	FALSE	38ms	0mins
129.22.150.251	8082	PG	Socks4	Anonymous(ANM)		Medium	36%	0ms	FALSE	79ms	0mins
8.176.95.252	55380	SM	Https	Anonymous(ANM)		Medium	0%	0ms	FALSE	44ms	0mins
253.141.233.215	54688	CZ	Socks5	Anonymous(ANM)		Medium	96%	0ms	FALSE	96ms	0mins
219.254.7.216	16643	LI	Https	Anonymous(ANM)		Medium	89%	0ms	FALSE	37ms	0mins
186.237.5.145	47992	FK	Socks5	Transparent(NOA)		Fast	21%	0ms	FALSE	97ms	0mins
255.159.26.81	58424	PG	Https	Elite(HIA)		Slow	31%	0ms	FALSE	89ms	0mins
194.68.185.223	511	AT	Https	Anonymous(ANM)		Medium	50%	0ms	FALSE	12ms	0mins
1.210.53.255	55695	"ID"	Http	Transparent(NOA)		Fast	31%	0ms	FALSE	19ms	0mins
24.239.252.1	43699	US	Http	Transparent(NOA)		Fast	27%	0ms	FALSE	55ms	0mins
95.11.76.3	19343	CL	Socks4	Elite(HIA)		Slow	51%	0ms	FALSE	5ms	0mins
8.199.218.109	57806	BJ	Https	Anonymous(ANM)		Medium	68%	0ms	FALSE	2ms	0mins
16.242.191.254	5154	LY	Socks5	Elite(HIA)		Slow	79%	0ms	FALSE	63ms	0mins
7.3.11.160	33565	CD	Https	Elite(HIA)		Slow	79%	0ms	FALSE	99ms	0mins
215.163.50.113	40175	CX	Socks4	Anonymous(ANM)		Medium	98%	0ms	FALSE	76ms	0mins
253.130.207.224	19828	VI	Https	Elite(HIA)		Slow	83%	0ms	FALSE	88ms	0mins
36.8.53.8	26973	NP	Socks5	Elite(HIA)		Slow	86%	0ms	FALSE	95ms	0mins
158.207.6.10	13749	SM	Http	Anonymous(ANM)		Medium	60%	0ms	FALSE	38ms	0mins
253.22.250.68	28369	KR	Https	Transparent(NOA)		Fast	12%	0ms	FALSE	77ms	0mins
198.202.63.86	35044	MQ	Socks5	Anonymous(ANM)		Medium	16%	0ms	FALSE	86ms	0mins
8.227.228.87	18786	AM	Socks5	Anonymous(ANM)		Medium	6%	0ms	FALSE	7ms	0mins
199.251.3.252	28404	TM	Socks5	Elite(HIA)		Slow	86%	0ms	FALSE	32ms	0mins
49.81.251.39	58347	LK	Https	Elite(HIA)		Slow	31%	0ms	FALSE	56ms	0mins
56.250.0.90	27528	KG	Socks5	Anonymous(ANM)		Medium	13%	0ms	FALSE	1ms	0mins
7.2.156.4	25550	TW	Socks4	Anonymous(ANM)		Medium	81%	0ms	FALSE	43ms	0mins
130.32.244.0	21945	IT	Socks4	Elite(HIA)		Slow	71%	0ms	FALSE	37ms	0mins
6.171.9.224	60554	SZ	Socks4	Transparent(NOA)		Fast	6%	0ms	FALSE	71ms	0mins
9.16.251.253	11049	CZ	Socks5	Elite(HIA)		Slow	43%	0ms	FALSE	27ms	0mins
112.6.6.254	15043	BO	Https	Anonymous(ANM)		Medium	0%	0ms	FALSE	6ms	0mins
0.141.169.225	9641	ST	Socks5	Transparent(NOA)		Fast	68%	0ms	FALSE	68ms	0mins
253.9.6.160	19324	PA	Socks4	Transparent(NOA)		Fast	32%	0ms	FALSE	87ms	0mins
145.9.7.252	23341	SR	Socks4	Anonymous(ANM)		Medium	8%	0ms	FALSE	64ms	0mins
254.231.252.253	46546	BS	Socks4	Anonymous(ANM)		Medium	43%	0ms	FALSE	62ms	0mins
253.109.6.238	38655	GT	Http	Transparent(NOA)		Fast	64%	0ms	FALSE	64ms	0mins
212.24.0.227	21655	MX	Http	Anonymous(ANM)		Medium	73%	0ms	FALSE	47ms	0mins
241.251.253.41	13483	PM	Socks4	Transparent(NOA)		Fast	65%	0ms	FALSE	91ms	0mins
125.8.9.6	14436	BA	Https	Transparent(NOA)		Fast	45%	0ms	FALSE	52ms	0mins
252.227.250.193	31005	DJ	Https	Elite(HIA)		Slow	17%	0ms	FALSE	90ms	0mins
255.162.247.239	19861	MR	Https	Transparent(NOA)		Fast	38%	0ms	FALSE	84ms	0mins
252.102.231.250	51789	SD	Https	Anonymous(ANM)		Medium	37%	0ms	FALSE	8ms	0mins
252.1.255.193	22196	VN	Http	Elite(HIA)		Slow	52%	0ms	FALSE	28ms	0mins
250.1.147.136	62690	MS	Socks4	Anonymous(ANM)		Medium	18%	0ms	FALSE	44ms	0mins
34.129.0.203	22612	NF	Socks4	Transparent(NOA)		Fast	9%	0ms	FALSE	35ms	0mins
5.63.46.255	33621	ZW	Socks5	Transparent(NOA)		Fast	45%	0ms	FALSE	92ms	0mins
7.255.213.79	45391	KZ	Http	Elite(HIA)		Slow	73%	0ms	FALSE	50ms	0mins
